name,cpf,score
LOIS NELSON,83021547680,70.18
RACHEL BENNETT,83021475671,98.74
JOSE SULLIVAN,83021456707,72.86
ANTONIO ANDERSON,83045176208,73.71
CHARLES BROWN,83045617271,86.29
GLORIA JONES,83045621708,84.74
HAROLD GRIFFIN,83042167526,73.52
JULIA HAWKINS,83042157644,99.5
CAROL RUIZ,83041572680,96.46
PHILLIP JENKINS,83041726580,75.31
LAURA WOOD,83041257653,85.14
ANDREA RICE,83027145690,87.69
KATHRYN BENNETT,83041276526,72.87
LILLIAN HARVEY,83051267490,71.56
JOAN HARPER,83051276480,77.67
JUSTIN FULLER,83047526117,84.93
DEBORAH GRAY,83047615217,96.64
ANGELA MENDOZA,83047521662,71.57
LOIS OLSON,83046752180,95.8
ROGER MARTINEZ,83047215626,72.8
DORIS LARSON,83046751290,91.57
PHILIP LYNCH,83046571208,96.06
CHRISTINE GARZA,83046712553,81.15
ROSE RODRIGUEZ,83057126480,91.03
NORMA WHEELER,83056724171,90.99
RUBY JOHNSTON,83056217407,92.75
CARL THOMAS,83057241662,97.06
JENNIFER PORTER,83056174244,76.89
LAWRENCE PERRY,83052671480,77.23
KIMBERLY TAYLOR,83052417690,80.29
LARRY LAWSON,83051627453,74.64
SAMUEL PORTER,83051472662,86.37
LISA REID,83051462780,81.29
WILLIE BOYD,83062541717,93.37
SAMUEL GONZALES,83062571462,76.98
RUTH SIMS,83062517417,78.14
RAYMOND WALKER,83062514744,83
CARLOS NICHOLS,83061752471,73.97
RICHARD ROMERO,83062157453,96.19
LORI POWELL,83061475290,71.87
JOYCE THOMPSON,83057642144,92.8
JIMMY RUSSELL,83061457208,84.15
JUDITH HUDSON,83057461271,91.64
LOUISE ALEXANDER,83071465262,84.33
PETER GONZALES,83071546262,85.17
THERESA THOMPSON,83067541235,73.46
DENNIS EDWARDS,83071256426,78.02
STEVEN MEYER,83067154207,78.73
ANTONIO GARZA,83067524144,89.46
JOSE BAILEY,83067142535,78.16
NORMA WARREN,83065214717,98.84
GLORIA GRAY,83065142708,73.65
RONALD FRAZIER,83062741562,73.78
BARBARA MARTINEZ,83074162562,77.04
JANE BISHOP,83074126507,79.94
DENISE LONG,83075124680,92.96
ROBIN HENRY,83072641544,70.86
JOHNNY HOLMES,83072564108,88.53
JESSE WELCH,83074125608,96.73
EARL BANKS,83072465126,76.61
FRED TURNER,83071652453,73.31
ROBERT HARRISON,83071645244,83.72
SHARON GIBSON,83072164517,75.48
SHARON GREENE,83104572607,77
CLARENCE HAMILTON,83102675417,82.43
JESSE WOOD,83104275653,74.82
ERNEST SIMPSON,83102657435,98.66
DOUGLAS DIXON,83102546790,97.86
ANNIE SNYDER,83102564771,79.54
ADAM KELLEY,83102467571,77.42
ERIC ANDREWS,83076541226,99.66
RONALD PERKINS,83076451235,70.12
CHRISTINE JAMES,83075421626,87.32
JANET FERNANDEZ,83124076508,78.12
MARGARET KELLY,83124065735,89.5
MARILYN KIM,83120465771,85.26
RALPH FORD,83106457244,85.02
STEPHANIE COX,83106275480,78.02
DENNIS GOMEZ,83105267417,92.45
CHRISTINE FERGUSON,83105246762,81.64
JESSE BOYD,83104726507,70.03
NANCY COLLINS,83104625735,92.86
LAURA MURPHY,83125670462,78.07
GERALD HOWELL,83125467071,97.37
DIANA MORALES,83125760453,72.82
CHRISTOPHER HALL,83125476062,89.08
SCOTT GREENE,83125460735,73.36
JEREMY BURNS,83124760590,77.29
GLORIA DIAZ,83107245607,97.08
KIMBERLY BROOKS,83124657071,98.33
BRUCE OLIVER,83124670507,74.02
LAURA HUNT,83124607562,89.39
ROSE OLSON,83124560744,72.46
KIMBERLY PETERS,83140657226,87.91
GERALD GILBERT,83127064535,96.21
GREGORY ROSE,83140276508,88.88
DIANE HARVEY,83127045662,99.2
LOUIS CASTILLO,83126475035,93.61
PAUL NICHOLS,83126470580,87.21
RANDY MONTGOMERY,83126450717,78.5
ANNA RICHARDS,83126054790,99.39
DOROTHY BOYD,83126405762,71.62
ANNA SANDERS,83145726080,82.98
STEPHANIE DIXON,83146250780,78.75
DORIS WOODS,83145620762,92.77
KELLY CARTER,83145706217,74.02
DONNA BURKE,83146275007,75.9
THERESA WALKER,83145276026,92.43
STEVEN COOPER,83145062735,85.72
PAUL PIERCE,83142705635,77.27
IRENE GREEN,83145026771,88.95
ERNEST SIMMONS,83140752644,99.63
BOBBY PATTERSON,83154067280,99.37
CHRISTINA COOK,83152760426,99.56
MARILYN HAMILTON,83152740662,86.94
JASON GONZALEZ,83125764017,98.39
DEBRA WOODS,83150472644,97.93
BOBBY ANDERSON,83150267471,81.91
NICOLE PORTER,83147052680,91.73
MARIE COX,83147206580,80.15
PHILLIP HOWARD,83147502635,88.21
MELISSA BURKE,83147650235,99.91
DOUGLAS REYES,83162475007,74.14
SCOTT PIERCE,83160254771,87.79
JULIA SNYDER,83157620444,79.72
CRAIG HUGHES,83160275426,76.51
LORI FOSTER,83162045762,92.75
SHAWN ROBERTSON,83157264044,98.42
ALICE RUSSELL,83154026762,75.62
BOBBY FERGUSON,83156420735,88.68
EUGENE CLARK,83154076271,81.33
WANDA ALVAREZ,83157026453,82.73
EVELYN COLLINS,83165742090,85.55
BARBARA BELL,83167205407,72.37
SAMUEL KENNEDY,83165204780,98.69
SARAH BOWMAN,83164705271,77.24
BENJAMIN PARKER,83164750226,85.76
RUBY ROBINSON,83164520735,95.32
PHYLLIS FOWLER,83162074517,84.06
KAREN WALKER,83164075235,87.8
JUAN KNIGHT,83164507208,84.83
KATHRYN MORGAN,83162507480,92.12
PHILLIP CUNNINGHAM,83162504708,97.55
KATHY GILBERT,83170524607,93.73
WILLIAM WEBB,83172504662,82.83
MICHELLE ROSE,83172064590,76.83
HARRY PETERSON,83172450635,72.79
AMY CUNNINGHAM,83172056490,81.84
JESSICA GRAY,83172046508,97.34
DONNA MONTGOMERY,83170624571,75.02
REBECCA RAMOS,83167520426,88.49
JEFFREY HERNANDEZ,83167524090,71.62
NORMA FREEMAN,83167250453,95.33
ERIC BAKER,83174650208,83.4
TERESA JOHNSON,83175420680,76.81
ANTHONY HAWKINS,83175204635,81.91
SANDRA WATKINS,83175026435,84.3
EDWARD FOX,83174062535,87.25
BRUCE WARD,83174052653,88.79
JANE LYNCH,83172654044,88.4
CARL GONZALES,83172645053,95.08
CLARENCE MORALES,83172560490,81.75
LOUISE OWENS,83172564053,87.76
STEPHEN SPENCER,83204675190,84.26
PETER SCOTT,83204756190,86.47
BOBBY BLACK,83204167526,84.81
MARTIN JORDAN,83205147626,89.75
KATHLEEN BROWN,83201745626,83.7
KENNETH WASHINGTON,83201475653,90.58
EDWARD BELL,83201657417,80.6
TERESA JONES,83201467553,74.61
ALAN MILLS,83201457671,75.59
ANN GREEN,83176042507,77.9
JESSE FRANKLIN,83210574626,81.82
NORMA MASON,83207145671,73.5
THOMAS BROOKS,83206754135,83.08
SHARON NICHOLS,83206741580,79.04
KAREN MEYER,83206175453,76.73
JUDITH WILLIAMS,83206415780,74.01
ANDREA JORDAN,83206174562,91.51
CYNTHIA MORALES,83206157471,81.74
LARRY DAY,83205671490,79.75
JUAN ORTIZ,83205746171,80.23
CYNTHIA JONES,83215467062,76.58
HARRY HUDSON,83216047571,95.53
ANGELA ALLEN,83215460726,80.13
CLARENCE PHILLIPS,83214750607,85.73
ANTONIO HALL,83215406780,80.68
DIANE LAWSON,83214576062,85.28
HARRY THOMAS,83214056735,72.46
MILDRED COLE,83210754608,87.25
DIANE DUNN,83210675490,81.05
NICOLE BURKE,83210657408,89.64
EVELYN ROBINSON,83240651726,99.47
ALAN CARR,83240567180,96.79
DIANE CRAWFORD,83240615762,95.26
TERRY WARD,83217546008,91.99
ARTHUR WALLACE,83217405617,97.25
AMANDA SHAW,83217056426,93.37
CHRIS GILBERT,83216754090,84.9
RICHARD WASHINGTON,83216507408,77.22
WAYNE HANSEN,83216457044,98.53
JONATHAN BRADLEY,83216450708,84.61
LAURA RICHARDS,83245170653,75.96
ANN BROOKS,83246501726,95.31
DIANE FERNANDEZ,83246510717,82.24
IRENE WALKER,83245160771,91.94
ANDREW DIXON,83246075107,84.17
KEITH WARREN,83246017590,81.74
MARY DUNCAN,83241756017,70.62
ROGER FISHER,83240756153,86.6
JEAN CARTER,83241507653,74.57
BRENDA DAY,83241075680,78.85
SARAH RAMIREZ,83251470671,95.17
FRANCES GEORGE,83251740644,72.14
BRENDA PETERS,83251067435,72.68
JOSE SCOTT,83250764108,73.01
MARIE SIMMONS,83250647144,74.38
BRANDON HARRIS,83251046780,70.86
JULIA DANIELS,83250476153,88.36
HEATHER WILLIS,83247510680,92
RICHARD MORALES,83247165053,83.41
JEREMY ANDERSON,83247150617,83.82
BENJAMIN GUTIERREZ,83257601417,72.23
TINA EVANS,83260175407,82.58
ANNA REID,83257410662,86.61
LARRY AUSTIN,83260154744,78.77
MARILYN ALEXANDER,83257064144,76.11
AARON BRADLEY,83256471080,74.23
KATHRYN SCOTT,83257016417,72.99
DENISE ROBERTSON,83256107435,92.02
SUSAN FORD,83256170471,81.98
JEREMY STEPHENS,83254167007,76.34
TIMOTHY HUGHES,83264501708,80.83
IRENE SIMMONS,83261705426,71.47
KENNETH LOPEZ,83261475080,78.99
STEVEN FERNANDEZ,83265014762,90.24
CHRISTINE LEE,83261407590,84.23
ANN HOWARD,83267015480,78.83
MICHELLE DANIELS,83265107426,96.98
CHRISTINE SHAW,83261074507,95.23
AMANDA BANKS,83260745190,74.42
BOBBY TURNER,83260714553,74.59
EARL GILBERT,83271054690,73.25
GREGORY EVANS,83270415680,88.7
WALTER GARCIA,83270541635,78.61
JANET BAILEY,83271065462,90.62
KENNETH RICHARDS,83270651490,98.43
TINA JONES,83270564171,96.81
JUDY ROBERTSON,83270154607,90.04
ROBIN KENNEDY,83267041562,72.55
CHERYL RAMIREZ,83267504171,86.23
HARRY LITTLE,83270145608,98.53
HENRY JACOBS,83275604171,78.74
DEBORAH PERKINS,83274510653,86.81
SARAH GARRETT,83276015471,73.78
LOUISE JOHNSTON,83275614053,91.18
LILLIAN WAGNER,83274506117,91.86
JOAN SIMS,83274160571,93.85
HENRY EDWARDS,83274156035,84.36
RANDY COLEMAN,83274016535,78.39
JERRY FREEMAN,83271560471,70.96
ROGER TAYLOR,83271405662,86.42
MARTIN JENKINS,83405217644,78.42
DIANA WILLIAMS,83402651726,89.25
ANNE ARNOLD,83402571617,94.18
ANTHONY GIBSON,83406127517,96.11
PHYLLIS GOMEZ,83402165708,80.54
KEITH HUNT,83401627562,82.8
JULIA WILSON,83401276590,72.75
DENNIS MURPHY,83276540126,76.13
TODD STEVENS,83276104571,96.48
BRIAN PERKINS,83276041553,97.89
SHARON HOWELL,83410267590,79.75
ROGER BISHOP,83407261535,72.06
JACK WARD,83410572635,74.62
MICHELLE MORGAN,83407165226,71.13
DIANE MASON,83410527680,72.24
PATRICIA FOX,83410625771,78.3
ANGELA WILSON,83410725644,93.17
JUAN CHAPMAN,83406715290,82.05
BILLY HANSEN,83406157262,98.77
ANDREA HUNTER,83406275117,97.74
TIMOTHY MATTHEWS,83416507207,71.93
MICHAEL MASON,83416705262,76.62
RUTH CHAPMAN,83416570235,92.28
ELIZABETH HICKS,83416720571,99.9
CHRISTOPHER FOWLER,83416052790,94.12
DIANE BENNETT,83415276007,79.4
LOIS HOLMES,83416027507,78.27
JOHNNY BOYD,83412650790,91.32
JOSEPH FULLER,83412756008,73.32
HOWARD HARPER,83412065790,76.57
HEATHER GARDNER,83425017608,94.85
DORIS WHEELER,83420716508,95.19
JENNIFER CARROLL,83421706590,82.72
ERNEST MONTGOMERY,83420617526,88.83
RAYMOND HUNT,83417625017,85.08
MARY GREENE,83420571607,99.12
PETER HARRIS,83417620562,86.77
JACK PIERCE,83417560217,86.67
CAROL PRICE,83417265053,84.56
JENNIFER SULLIVAN,83417250617,87.74
JONATHAN FORD,83450217607,74.06
THOMAS KING,83452167062,81.68
ARTHUR MATTHEWS,83452017680,91.6
JEREMY HARRIS,83427615090,91.35
MICHELLE JAMES,83450271644,79.01
DANIEL HICKS,83450216708,76.38
VIRGINIA BROWN,83450716271,81.04
JERRY MENDOZA,83425671090,90.51
SARAH GARDNER,83425610708,89.1
MICHAEL DIAZ,83425076108,76.95
SAMUEL HUGHES,83460715235,93.2
GREGORY SANCHEZ,83460571217,77.55
CYNTHIA WOODS,83457162026,76.67
ASHLEY HARRISON,83457261008,78.35
NANCY PERKINS,83457126062,96.16
SANDRA BRADLEY,83456271026,91.68
MARIA BRYANT,83456102771,94.48
TODD MITCHELL,83452670171,93.78
MARK WALKER,83456017235,78.06
BEVERLY GRIFFIN,83465071271,92.56
ROGER LYNCH,83462710508,84.31
BARBARA CARROLL,83462751026,71.05
AMANDA PETERSON,83462510762,84.66
HENRY WARREN,83462150707,78.84
ROBERT ARNOLD,83462107526,71.05
RALPH LANE,83457206171,80.79
KATHERINE RUIZ,83461270571,96.8
MARILYN AUSTIN,83461057207,73.04
MARIE KELLEY,83461752053,98.92
DANIEL WHEELER,83461720526,95.63
JEAN FERNANDEZ,83470615217,71.8
THOMAS VASQUEZ,83471205608,75.08
CATHERINE KNIGHT,83470251690,98.66
BONNIE LONG,83467025153,79.6
CATHERINE COLLINS,83470165262,98.73
JOE AUSTIN,83467052126,99.99
KATHLEEN ADAMS,83465721071,81.06
JEAN CAMPBELL,83465712080,85.14
PHILLIP BOYD,83465217071,70.12
ROY BROOKS,83465172035,71.4
EARL COLE,83476201562,80.97
LARRY JACKSON,83476120562,92.5
CARL KING,83472061553,76.68
HAROLD SPENCER,83476012590,92.15
LISA MENDOZA,83472610590,98.5
SUSAN WARD,83475210690,97.16
CRAIG GILBERT,83471256008,78.01
STEVE HENRY,83472015608,93.4
DIANA BAKER,83471652035,83.17
LAURA VASQUEZ,83506217453,78.88
JEREMY GILBERT,83504761253,81.94
JIMMY WARREN,83506417207,95.25
MELISSA CHAPMAN,83504216735,79.41
MELISSA BERRY,83504127635,97.2
AARON DEAN,83502764107,88.19
KATHRYN MEYER,83472051671,74.96
JOSHUA BOYD,83476251071,92.74
CRAIG DEAN,83501647271,90
RICHARD BROWN,83502714690,95.03
THOMAS HANSEN,83501476280,73.42
DONNA COOK,83514620717,82.73
ANDREW SANCHEZ,83514602735,83.95
WANDA PETERS,83514207607,71.96
THOMAS BELL,83512640753,76.5
RAYMOND SANCHEZ,83512704662,94.27
KENNETH FISHER,83512467008,85.16
JAMES PEREZ,83510472608,89.12
FRANK MATTHEWS,83510247671,92.55
GLORIA GEORGE,83507624117,73.7
PAULA BRYANT,83506741217,94.35
ARTHUR BOYD,83521467007,90.62
AMY BAILEY,83521640744,86.09
JUDY WAGNER,83520764180,83.71
ELIZABETH MCDONALD,83520471671,92.16
TIMOTHY BROWN,83520467135,72.99
PAULA PERRY,83520476126,76.61
LAURA RICE,83517642053,83.16
CAROLYN HOWARD,83516704217,88.88
ROBIN ARMSTRONG,83516407271,82.45
LOIS ELLIOTT,83516247053,90.94
TERESA GONZALES,83526741026,97.52
HENRY STONE,83527140662,70.77
JOE FREEMAN,83526710490,71.36
DEBRA MARSHALL,83526471053,93.1
LARRY HALL,83526417008,94.81
NANCY KING,83526174008,70.28
WAYNE DIAZ,83526147035,75.43
LOUISE SIMPSON,83521740617,95.83
SCOTT GEORGE,83524760171,95.05
AARON WOODS,83524710662,92.8
BRANDON WEBB,83542167053,89.25
STEPHANIE BOYD,83542610771,80.86
RICHARD PALMER,83542106771,77.21
LARRY WATSON,83540761217,87.93
GARY DIXON,83540726144,99.92
ANN MILLER,83540267107,88.43
LILLIAN ALVAREZ,83540162771,96.51
ADAM DUNCAN,83527461035,91.82
TERESA SPENCER,83527601490,92.14
STEVE WEAVER,83527416080,80.21
HELEN WEBB,83547012635,82.5
DANIEL HOWARD,83547160235,77.41
BETTY GARZA,83547162017,79.82
FRANK HANSEN,83546721071,74.74
SHARON SANCHEZ,83546702107,75.36
BOBBY LARSON,83546712080,97.49
TAMMY ALVAREZ,83546210735,88.96
PETER GIBSON,83542617008,76.63
JOHNNY MURPHY,83546017226,99.17
RACHEL KNIGHT,83542716090,89.05
SAMUEL SULLIVAN,83564271007,97.85
JUDY GORDON,83561240771,96.21
TAMMY BELL,83564120726,71.96
LOUISE GARCIA,83562041780,96.52
LILLIAN HENDERSON,83562470126,99.99
TAMMY JACOBS,83564210717,86.76
SHAWN MCCOY,83564270108,92.28
CRAIG GEORGE,83560724171,99.19
JANE BAILEY,83547260108,99.39
KATHRYN MURRAY,83560147271,70.38
ROBIN JACOBS,83571624017,78.17
JESSICA KELLEY,83572164044,98.36
PAUL JACKSON,83571620453,93.66
TODD BROOKS,83571640217,93.84
MICHELLE JENKINS,83571402626,90.78
SHIRLEY MURRAY,83571240626,70.32
NANCY HANSON,83570642135,92.86
LINDA ELLIS,83570641244,79.02
JANET MITCHELL,83570126471,77.06
ELIZABETH LAWSON,83567241044,70.82
PATRICK MCDONALD,83601752417,94.42
ANTHONY SULLIVAN,83601457253,95.61
BONNIE ALVAREZ,83576240144,75.79
VIRGINIA KENNEDY,83601547244,87.28
NICHOLAS SANDERS,83574216017,81.32
STEVEN SMITH,83574602162,89.97
EARL WARREN,83576210407,95.06
JUDY HALL,83574210671,97.25
ERIC WALKER,83572640180,90.78
RICHARD LONG,83574106262,87.27
PAUL BELL,83605271480,91.38
TAMMY THOMAS,83605217435,71.73
DEBRA WILLIAMSON,83604571235,76.74
JANICE KELLY,83604517290,71.38
JEFFREY CARR,83604512735,95.62
ANTONIO MEYER,83604257107,76.04
DAVID WHEELER,83604125707,75.44
LILLIAN PRICE,83602547108,85.48
SAMUEL MORALES,83602745171,79.28
GEORGE EDWARDS,83602147517,90.97
JUDY EVANS,83612540726,97.78
NICHOLAS MYERS,83612470507,78.12
ARTHUR HUNTER,83612704508,81.29
JOAN CAMPBELL,83610452790,83.47
BRENDA CHAVEZ,83610275480,72.37
CAROL GREENE,83607521417,84.16
RAYMOND LOPEZ,83607512426,83.32
RAYMOND EDWARDS,83607251444,72.53
JOHN RICE,83607152462,88.46
RACHEL BISHOP,83607142580,75.43
TIMOTHY FIELDS,83617025471,82.61
DONALD JAMES,83617205453,86.76
JUDITH FERGUSON,83617054226,78.21
BARBARA GARZA,83617405207,95.95
WAYNE HENRY,83617024580,86.07
JOSHUA SCHMIDT,83614705226,71
KATHRYN GOMEZ,83615720407,81.41
ANDREA CAMPBELL,83614057208,84.34
GERALD BAKER,83614520790,71.84
LISA ANDERSON,83614025780,79.31
HARRY CHAPMAN,83624051717,86.14
RONALD BOYD,83625014726,82.09
TINA MURPHY,83624157035,71.25
RANDY HERNANDEZ,83621057471,98.39
ANNA PAYNE,83624017535,86.82
DONNA PALMER,83620745153,79.83
CHERYL STEPHENS,83620741590,80.13
KENNETH HUGHES,83620541744,94.85
AMANDA MYERS,83620471517,90.99
CLARENCE PETERS,83620457107,95.6
ROGER HART,83627514017,70.43
KAREN WASHINGTON,83627405153,81.63
RUSSELL LYNCH,83627541090,96.79
DEBRA RILEY,83627451007,92.02
KIMBERLY HICKS,83640521790,99
BRUCE COOK,83627150490,99.01
TERRY PEREZ,83625701480,98.66
KAREN WALKER,83625107490,91.12
JOSE WHEELER,83625140780,71.68
DIANE COLLINS,83645012753,70.51
HEATHER WHEELER,83645072144,77.51
HARRY PORTER,83642750117,87.88
SUSAN KIM,83642571026,94.72
NICHOLAS BERRY,83642107508,94.98
EUGENE STEPHENS,83642051707,83.87
CRAIG NELSON,83627041526,88.76
GERALD HERNANDEZ,83641502780,79.48
LISA GUTIERREZ,83641025753,86.56
FRANK GARZA,83641275008,98.58
JULIA RILEY,83640572190,82.9
ADAM HENDERSON,83651407217,80.91
NICOLE ALVAREZ,83650172453,80.14
JOHN WATKINS,83650241790,80.72
WAYNE FERGUSON,83647102571,86.66
SUSAN GILBERT,83651207471,93.55
JUDITH CLARK,83647205117,82.3
LARRY BAILEY,83650217490,73.06
CHARLES MENDOZA,83647025135,89.67
CHRISTOPHER CLARK,83645207171,79.09
ROBIN FRAZIER,83645270108,89.78
JOSEPH BAILEY,83670125426,77.5
JERRY LYNCH,83657124071,99.54
DIANE SIMMONS,83657041290,96.96
JIMMY HANSEN,83652704126,92.46
SCOTT CUNNINGHAM,83652740190,73.32
DONALD OLSON,83654107290,85.53
MARY COLLINS,83652741080,78.39
RAYMOND MARTINEZ,83651427080,80.73
MICHELLE BERRY,83652140753,75.18
BRANDON HUGHES,83652147090,89.2
JESSE GARDNER,83701254680,84.73
JANICE JACOBS,83701462526,78.32
JULIE CAMPBELL,83702146571,72.26
MARTIN SANDERS,83701246580,95.51
ELIZABETH MURPHY,83675210480,84.39
DIANA KENNEDY,83675012417,94.33
SHIRLEY KNIGHT,83674512017,76.49
EDWARD BROWN,83674205190,74.64
MICHAEL KELLEY,83670415262,78.22
PAULA COOPER,83671204508,88.67
THERESA PEREZ,83712546017,74.15
PAULA BELL,83706152444,81.01
MARY WATKINS,83706425190,78.18
JANE SIMS,83706145235,71.18
JASON LAWSON,83702641580,91.85
JOYCE FLORES,83710265444,98.75
LARRY WATKINS,83704162507,93.81
DEBRA DAVIS,83705214608,99.02
EDWARD DAVIS,83702164553,88.82
LAWRENCE KENNEDY,83702451617,76.74
ANDREA LARSON,83716425044,92.54
MARK YOUNG,83715240644,83.26
ERNEST HANSON,83716254053,82.43
ROBERT WILLIS,83716504262,86.66
ANNA FREEMAN,83715042680,83.15
MARK WALLACE,83715420626,71.06
JERRY STONE,83714602526,72.67
JOE LEWIS,83721460553,79.63
JEREMY STEPHENS,83720615480,78.37
NANCY BURKE,83721465008,79.34
CHERYL STEWART,83725164053,96.55
THOMAS FOX,83726140590,98.17
KATHRYN MEYER,83725641080,79.63
JOSE KNIGHT,83740162562,80.79
ANNA GONZALEZ,83740256117,79.74
SUSAN WAGNER,83725106444,97.96
MARY BROOKS,83725610444,88.71
RALPH LAWRENCE,83724156090,77.35
MICHAEL TORRES,83724105690,75.8
BILLY HANSON,83721645090,71.48
LOUISE HERNANDEZ,83745160207,94.97
REBECCA MARTIN,83745201671,82.08
CAROL DIAZ,83742561090,76.34
JOHN STANLEY,83745062108,76.95
HOWARD ELLIOTT,83742150626,84.49
SHAWN GARDNER,83742105671,85.01
AARON FISHER,83741052671,82.62
NICHOLAS ALLEN,83740651253,98.71
RICHARD OLSON,83740526190,76.48
REBECCA HUNT,83741025607,74
ANDREA SIMS,83750241635,77.36
KELLY BLACK,83752016426,96.49
CARL WEAVER,83751042644,99.47
NICOLE GRAY,83750261407,87.48
MELISSA WRIGHT,83750164207,73.39
RUTH RICHARDS,83746251044,93.95
RACHEL CHAPMAN,83746150280,72.31
BARBARA WALKER,83746105226,99.18
LILLIAN WILLIS,83745260171,96.66
ANNE MOORE,83746021553,76.67
JOSHUA THOMAS,83756102408,70.42
DORIS PIERCE,83754610244,89.59
GLORIA TURNER,83752416017,77.64
PAUL WILLIAMSON,83754062107,88.3
FRANCES GREENE,83754026135,80.83
KIMBERLY BAKER,83754012690,91.48
JULIA ORTIZ,83754210653,72.4
ADAM RAMOS,83752401680,98.52
CHRISTINE BRADLEY,83752064153,85.61
MARY HARVEY,83752106417,96.35
BOBBY BOYD,83761254008,72.89
FRED JACOBS,83761205490,90.62
BRENDA PIERCE,83761204507,73.65
JASON FOX,83761025408,96.28
JACK PATTERSON,83760524117,75.51
LINDA PALMER,83756420108,79.99
STEVEN CUNNINGHAM,83760125417,72.69
SHARON PARKER,83756240126,73.2
BETTY RUIZ,83756204162,76.83
HOWARD HENRY,83756214044,94.29
ROSE HAWKINS,83765012408,99.67
FRED PORTER,83762140553,96.16
NORMA DIAZ,83765204153,84.06
MARY ROBERTSON,83764510226,75.06
JANICE BAKER,83764015217,84.88
MARGARET STEWART,83762504180,87.51
TIMOTHY PERRY,83764051280,92.63
GARY WALKER,83762041571,79.81
MICHAEL ARNOLD,83761504217,78.83
VICTOR HAMILTON,83761450290,93.3
RALPH ARMSTRONG,84016725380,89.98
JUSTIN JOHNSON,84016572371,78.85
CARLOS BELL,84015372662,98.91
JEAN GARCIA,84016253780,87.46
NICOLE RAY,84015276353,85.55
ANTONIO WELCH,84013527626,75.14
TAMMY CUNNINGHAM,84013257653,74.07
DEBRA MENDOZA,84012356771,78.35
CYNTHIA GORDON,83765401226,70.07
JACQUELINE GARZA,83765214035,73.13
AMANDA WILLIS,84025173662,71.09
CHRISTINA ROMERO,84025673126,81.93
JASON MEDINA,84021653708,98.28
LOIS PHILLIPS,84023167517,80.48
CHRIS WATKINS,84023165735,95.95
JOE WILLIAMSON,84021573607,71.2
MARY MARTIN,84021735607,71.54
HARRY NGUYEN,84021357653,80.31
JUSTIN PERRY,84017623590,82.07
JASON BENNETT,84021563717,88.41
JUDITH WILSON,84031672535,82.93
PATRICK HALL,84031526717,77.98
EUGENE SANCHEZ,84031275617,73.6
THERESA LARSON,84031527608,77.7
ALAN GRIFFIN,84026715353,94.36
ANGELA LEE,84027165390,95.12
BEVERLY CRUZ,84026713571,77.46
SHARON DAVIS,84026351726,95.99
CHERYL LOPEZ,84026137562,77.77
ANTHONY ADAMS,84026135780,87.25
CHARLES ALVAREZ,84051276317,98.47
PAULA FIELDS,84036517244,95.82
AARON WHEELER,84051637271,78.06
MARGARET BRYANT,84037651262,98.77
LISA THOMAS,84035167207,76.62
CARL WEBB,84032715653,96.13
STEVEN PALMER,84032765162,95.98
PHILIP DUNN,84032657190,88.95
CHARLES MONTGOMERY,84031675208,72.77
ROGER MOORE,84031762526,89.28
MARTIN FISHER,84057621326,70.18
RAYMOND TURNER,84061273507,98.83
SANDRA MILLS,84061523708,85.21
ERNEST BRADLEY,84057316280,95.22
STEPHANIE GRAY,84057216308,94.85
JEAN FISHER,84053726107,93.49
RUBY REID,84056317208,71.79
PAMELA STEWART,84053671280,81.91
SAMUEL JORDAN,84053716217,98.93
HOWARD MURRAY,84053126762,83.89
JUDY WOODS,84065712335,91.53
CHRISTINA JONES,84067231571,87.97
SHIRLEY HERNANDEZ,84063712508,90.03
ERIC PERRY,84063725162,92.64
JOAN JACKSON,84063571262,98.93
ERIC JOHNSON,84063127508,71.88
JANE PETERS,84063175235,86.71
ELIZABETH GOMEZ,84062135744,88.96
PHYLLIS PERRY,84061732544,93.05
MILDRED STONE,84061527371,97.39
BRUCE STEPHENS,84072631507,89.68
LISA THOMPSON,84071562307,80.2
BRUCE JACKSON,84072365190,70.41
SHAWN TORRES,84071532653,94.11
DAVID ROMERO,84071652390,86.14
MICHELLE GOMEZ,84071625317,80.98
PAULA COX,84073156217,84.27
DONNA WEBB,84071265353,71.65
TIMOTHY CARR,84071523662,74.12
SARA WILSON,84076213580,93.58
HARRY STEVENS,84076315235,86.28
SHAWN REID,84076132580,78.98
CHRISTINE MONTGOMERY,84076125371,85.73
NORMA DAY,84075312607,76.22
ANDREA GREEN,84075132617,94.98
LINDA OWENS,84073615262,74.75
RUSSELL SMITH,84073612590,85.11
ANNIE WEST,84073521608,91.53
DIANE BLACK,84073561235,72.37
TINA EDWARDS,84107536262,82.98
JOYCE FISHER,84120356744,90.15
ELIZABETH NICHOLS,84106375290,84.31
IRENE GRIFFIN,84106237571,71.93
PHILIP PAYNE,84107326535,90.32
ASHLEY ROGERS,84106532735,74.92
DENNIS HUNTER,84067251335,79.55
EARL EDWARDS,84103527617,74.01
ALAN FERNANDEZ,84105273671,93.81
ELIZABETH COX,84103276517,97.7
WILLIAM DANIELS,84102567380,95.88
MARK FOX,84126307508,81.2
BETTY STONE,84126750371,96.03
VIRGINIA OWENS,84126375007,97.44
JANET MENDOZA,84125637008,74.05
ROBIN ARNOLD,84120753662,74.28
ROGER WATSON,84120576353,99.49
BENJAMIN HOWELL,84125073635,73.96
CHRISTINA MEDINA,84120537617,72.79
